quantity,lat,lon,datetime,stationID,cruiseID,uniqueID,depth,value,units,uncertainty,uncertainty_type,flags,reference,year,month,day,basin,water_mass
Hg_T,-15.0,-170.0,2011-10-22 00:00:00,10,KM1128,KM1128_10,3200.0,1.1503405511811022,pmol L-1,,,[],,2011.0,10.0,22.0,Pacific,
Hg_T,-15.0,-170.0,2011-10-22 00:00:00,10,KM1128,KM1128_10,3300.0,1.1583056057866183,pmol L-1,,,[],,2011.0,10.0,22.0,Pacific,
Hg_T,-15.0,-170.0,2011-10-22 00:00:00,10,KM1128,KM1128_10,3400.0,1.1379168173598553,pmol L-1,,,[],,2011.0,10.0,22.0,Pacific,
Hg_T,-15.0,-170.0,2011-10-22 00:00:00,10,KM1128,KM1128_10,3500.0,1.1175280289330922,pmol L-1,,,[],,2011.0,10.0,22.0,Pacific,
Hg_T,-15.0,-170.0,2011-10-22 00:00:00,10,KM1128,KM1128_10,3600.0,1.097139240506329,pmol L-1,,,[],,2011.0,10.0,22.0,Pacific,
Hg_T,-15.0,-170.0,2011-10-22 00:00:00,10,KM1128,KM1128_10,3700.0,1.0767504520795659,pmol L-1,,,[],,2011.0,10.0,22.0,Pacific,
Hg_T,-15.0,-170.0,2011-10-22 00:00:00,10,KM1128,KM1128_10,3800.0,1.0563616636528028,pmol L-1,,,[],,2011.0,10.0,22.0,Pacific,
Hg_T,-15.0,-170.0,2011-10-22 00:00:00,10,KM1128,KM1128_10,3900.0,0.9847321428571428,pmol L-1,,,[],,2011.0,10.0,22.0,Pacific,
Hg_T,-15.0,-170.0,2011-10-22 00:00:00,10,KM1128,KM1128_10,4000.0,0.9125075376884421,pmol L-1,,,[],,2011.0,10.0,22.0,Pacific,
Hg_T,-15.0,-170.0,2011-10-22 00:00:00,10,KM1128,KM1128_10,4100.0,0.9382613065326633,pmol L-1,,,[],,2011.0,10.0,22.0,Pacific,
Hg_T,-15.0,-170.0,2011-10-22 00:00:00,10,KM1128,KM1128_10,4200.0,0.9634999999999999,pmol L-1,,,[],,2011.0,10.0,22.0,Pacific,
Hg_T,-15.0,-170.0,2011-10-22 00:00:00,10,KM1128,KM1128_10,4300.0,0.9634999999999999,pmol L-1,,,[],,2011.0,10.0,22.0,Pacific,
Hg_T,-15.0,-170.0,2011-10-22 00:00:00,10,KM1128,KM1128_10,4400.0,0.9634999999999999,pmol L-1,,,[],,2011.0,10.0,22.0,Pacific,
Hg_T,-15.0,-170.0,2011-10-22 00:00:00,10,KM1128,KM1128_10,4500.0,0.9638090452261305,pmol L-1,,,[],,2011.0,10.0,22.0,Pacific,
Hg_T,-15.0,-170.0,2011-10-22 00:00:00,10,KM1128,KM1128_10,4600.0,0.9947135678391958,pmol L-1,,,[],,2011.0,10.0,22.0,Pacific,
Hg_T,-15.0,-170.0,2011-10-22 00:00:00,10,KM1128,KM1128_10,4700.0,1.0245314285714284,pmol L-1,,,[],,2011.0,10.0,22.0,Pacific,
Hg_T,-15.0,-170.0,2011-10-22 00:00:00,10,KM1128,KM1128_10,4800.0,1.001102857142857,pmol L-1,,,[],,2011.0,10.0,22.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,100.0,0.22549999999999998,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,200.0,0.35874999999999996,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,300.0,0.43049999999999994,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,400.0,0.68675,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,500.0,0.7690544554455445,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,600.0,0.7995,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,700.0,0.8046249999999999,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,800.0,0.80975,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,900.0,0.8302499999999999,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,1000.0,0.8507499999999999,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,1100.0,0.8630499999999999,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,1200.0,0.87535,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,1300.0,0.8876499999999999,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,1400.0,0.8999499999999999,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,1500.0,0.9122499999999999,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,1600.0,0.9327499999999999,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,1700.0,0.9532499999999999,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,1800.0,0.9737499999999999,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,1900.0,0.9942499999999999,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,2000.0,1.0147499999999998,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,2100.0,1.0229829317269075,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,2200.0,1.0312158634538153,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,2300.0,1.0602420318725099,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,2400.0,1.109246015936255,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,2500.0,1.1582499999999998,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,2600.0,1.1643999999999999,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,2700.0,1.1705499999999998,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,2800.0,1.1766999999999999,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,2900.0,1.1828499999999997,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,3000.0,1.1889999999999998,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,3100.0,1.2053999999999998,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,3200.0,1.2217999999999998,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,3300.0,1.2382,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,3400.0,1.2546,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,3500.0,1.271,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,3600.0,1.2628,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,3700.0,1.2546,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,3800.0,1.2463999999999997,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
Hg_T,-12.0,-167.56,2011-10-20 00:00:00,9,KM1128,KM1128_9,3900.0,1.2381999999999997,pmol L-1,,,[],,2011.0,10.0,20.0,Pacific,
